CollectionNumber,Collection_Code,Experimental_Code,County_Collected,Location_farm,Location_Code,Location,Year,Latitude,Longitude,Host Plant,Date Collected,Stoarage Location,Storage conditions,Locus1 sequenced,Primers Locus 1,Organism,Clade,Manuscript_Species,Label,Query coverage,percent_Pairwise_Identity,Sequence Length,Sub. Accession number,Sub. strain,Pathogenicity
188,OEO_O188,FC-CT-1-1,Macon,"Field Crops Unit, EV Smith Research and education center",EVS2_2021,Central,2021,32.49,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR900 ,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,100,698,HQ643595.1,Globisporangium irregulare BR900 ,Yes
131,OEO_O131,FC-CT-28,Macon,"Field Crops Unit, EV Smith Research and education center",EVS2_2021,Central,2021,32.49,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR946,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.763,848,HQ643583.1,Globisporangium irregulare BR946,
126,OEO_O126,FC-CT-5,Macon,"Field Crops Unit, EV Smith Research and education center",EVS2_2021,Central,2021,32.49,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare strain CBS 250.28,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.898,979,AY598702.2,Globisporangium irregulare strain CBS 250.28,
130,OEO_O130,FC-CT-26,Macon,"Field Crops Unit, EV Smith Research and education center",EVS2_2021,Central,2021,32.49,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare strain CBS 250.28,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.898,983,AY598702.2,Globisporangium irregulare strain CBS 250.28,
195,OEO_O195,FC-CT-10-2,Macon,"Field Crops Unit, EV Smith Research and education center",EVS2_2021,Central,2021,32.49,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare strain CBS 250.28,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.898,979,AY598702.2,Globisporangium irregulare strain CBS 250.28,
213,OEO_O213,GF-CT-6,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR821,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.171,843,HQ643622.1,Globisporangium irregulare BR821,
226,OEO_O226,GF-CT-35,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR918,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,100,899,HQ643590.1,Globisporangium irregulare BR918,
212,OEO_O212,GF-CT-2,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare strain CBS 250.28,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.898,979,AY598702.2,Globisporangium irregulare strain CBS 250.28,
222,OEO_O222,GF-CT-25,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare strain CBS 250.28,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.591,979,AY598702.2,Globisporangium irregulare strain CBS 250.28,
351,OEO_O351,GF-CT-30,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR821,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.075,864,HQ643622.1,Globisporangium irregulare BR821,
232,OEO_O232,GF-CT2-5,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR995,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.308,867,HQ643606.1,Globisporangium irregulare BR995,
246,OEO_O246,GF-CT2-28,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare strain CBS 250.28,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.66,883,AY598702.2,Globisporangium irregulare strain CBS 250.28,
295,OEO_O295,LC-CT-6-1,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR870,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.793,982,HQ643621.1,Globisporangium irregulare BR870,
450,OEO_O450,L-CT2-17,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR469,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.268,821,HQ643643.1,Globisporangium irregulare BR469,Yes
440,OEO_O440,L-CT2-8,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR870,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.793,979,HQ643621.1,Globisporangium irregulare BR870,
444,OEO_O444,L-CT2-12,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR870,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.587,980,HQ643621.1,Globisporangium irregulare BR870,
451,OEO_O451,L-CT2-18,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR870,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.793,979,HQ643621.1,Globisporangium irregulare BR870,
453,OEO_O453,L-CT2-20,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR870,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.483,982,HQ643621.1,Globisporangium irregulare BR870,
438,OEO_O438,L-CT2-7-1,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare strain CBS 250.28,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.593,984,AY598702.2,Globisporangium irregulare strain CBS 250.28,
105,OEO_O105,PR-CT-31,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2021,Central,2021,32.426267,-86.447546,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR469,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,100,958,HQ643622.1,Globisporangium irregulare BR469,
109,OEO_O109,PR-CT-37,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2021,Central,2021,32.426267,-86.447546,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR821,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,100,935,HQ643622.1,Globisporangium irregulare BR821,
181,OEO_O181,PR-CT-49-2,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2021,Central,2021,32.426267,-86.447546,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare isolate 11-2017,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.283,840,MH023386.1,Globisporangium irregulare isolate 11-2017,
106,OEO_O106,PR-CT-32,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2021,Central,2021,32.426267,-86.447546,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare strain CBS 250.28,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.898,979,AY598702.2,Globisporangium irregulare strain CBS 250.28,
554,OEO_O554,PR-CT-13,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2022,Central,2022,32.426374,-86.444348,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR900 ,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.621,792,HQ643595.1,Globisporangium irregulare BR900 ,
184,OEO_O184,PR-CT2-42-1,Autauga,Prattville Research and Education Center field 2,PRATTVILLE2_2021,Central,2021,32.424551,-86.445392,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR821,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.167,838,HQ643622.1,Globisporangium irregulare BR821,
111,OEO_O111,PR-CT2-11,Autauga,Prattville Research and Education Center field 2,PRATTVILLE2_2021,Central,2021,32.424551,-86.445392,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare Lev3105,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.762,842,HQ643597.1,Globisporangium irregulare Lev3105,
186,OEO_O186,PR-CT2-46,Autauga,Prattville Research and Education Center field 2,PRATTVILLE2_2021,Central,2021,32.424551,-86.445392,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare strain CBS 250.28,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.672,916,AY598702.2,Globisporangium irregulare strain CBS 250.28,
557,OEO_O557,PR-CT2-11,Autauga,Prattville Research and Education Center field 2,PRATTVILLE2_2022,Central,2022,32.424568,-86.446598,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR821,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,100,796,HQ643622.1,Globisporangium irregulare BR821,
28,OEO_O28,TV-CT-3,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare strain CBS 250.28,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.593,982,AY598702.2,Globisporangium irregulare strain CBS 250.28,
489,OEO_O489,TV-CT-26,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR870,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.779,911,HQ643621.1,Globisporangium irregulare BR870,
483,OEO_O483,TV-CT-21-2,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR946,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.408,850,HQ643583.1,Globisporangium irregulare BR946,
475,OEO_O475,TV-CT-13,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare isolate 11-2017,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.166,842,MH023386.1,Globisporangium irregulare isolate 11-2017,
70,OEO_O70,TV-CT2-15,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR821,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.235,653,HQ643622.1,Globisporangium irregulare BR821,
78,OEO_O78,TV-CT2- 23,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR821,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.302,856,HQ643622.1,Globisporangium irregulare BR821,
91,OEO_O91,TV-CT2-35,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR821,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.157,829,HQ643622.1,Globisporangium irregulare BR821,
83,OEO_O83,TV-CT2-27-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR870,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.79,959,HQ643621.1,Globisporangium irregulare BR870,
75,OEO_O75,TV-CT2-19-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR995,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.307,866,HQ643606.1,Globisporangium irregulare BR995,
53,OEO_O53,TV-CT2-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare isolate 11-2017 ,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.888,904,MH023386.1,Globisporangium irregulare isolate 11-2017 ,
71,OEO_O71,TV-CT2-16,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare Lev3105,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,100,853,HQ643597.1,Globisporangium irregulare Lev3105,
211,OEO_O211,TV-CT2-28,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare strain CBS 250.28,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,100,99.785,929,AY598702.2,Globisporangium irregulare strain CBS 250.28,
497,OEO_O497,TV-CT2-6,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium irregulare BR946,Globisporangium Clade F,Globisporangium irregulare,G. irregulare,99,99.287,842,HQ643583.1,Globisporangium irregulare BR946,
31,OEO_O31,TV-CT-14,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium longandrum CBS112355,Globisporangium Clade E,Globisporangium longandrum,G. longandrum,99,98.913,931,HQ643679.1,Globisporangium longandrum CBS112355,Yes
36,OEO_O36,TV-CT-24-1,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium longandrum CBS112355,Globisporangium Clade E,Globisporangium longandrum,G. longandrum,99,98.913,931,HQ643679.1,Globisporangium longandrum CBS112355,Yes
406,OEO_O406,L-CT-9-1,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium pleroticum strain CBS 776.81,Globisporangium Clade J,Globisporangium minus/pleroticum,G. minus/pleroticum,99,99.782,918,"AY598698.1, AY598642.2","Globisporangium minus CBS 226.88, Globisporangium pleroticum CBS 776.81",Yes
496,OEO_O496,TV-CT2-5,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,"Globisporangium minus CBS 226.88, Globisporangium pleroticum CBS 776.81",Globisporangium Clade E,Globisporangium minus/pleroticum,G. minus/pleroticum,100,99.676,617,"AY598698.1, AY598642.2","Globisporangium minus CBS 226.88, Globisporangium pleroticum CBS 776.81",Yes
398,OEO_O398,L-CT-1-1,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium nunn strain CBS 808.96,Globisporangium Clade J,Globisporangium nunn,G. nunn,99,98.368,920,AY598709.2,Globisporangium nunn strain CBS 808.96,Yes
434,OEO_O434,L-CT2-1-2,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium nunn strain CBS 808.96,Globisporangium Clade J,Globisporangium nunn,G. nunn,100,98.375,922,AY598709.2,Globisporangium nunn strain CBS 808.96,Yes
560,OEO_O560,BR-CT-28,Escambia,"Brewton Research and Education Center, Field 1",BREWTON1_2022,South,2022,31.146485,-87.052063,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium orthogonon CBS 376.72,Globisporangium Clade J,Globisporangium orthogonon,G. orthogonon,100,99.051,737,AF216653.1,Globisporangium orthogonon CBS 376.72,
552,OEO_O552,EVS-CT2-31-2,Macon,Plant Breeding Unit of EV Smith Research and education center,EVS2_2022,Central,2022,32.4222484,-85.8858816,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium orthogonon CBS 376.72,Globisporangium Clade J,Globisporangium orthogonon,G. orthogonon,100,99.045,732,AF216653.1,Globisporangium orthogonon CBS 376.72,Yes
309,OEO_O309,LC-CT-23-1,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium orthogonon CBS 376.72,Globisporangium Clade J,Globisporangium orthogonon,G. orthogonon,99,99.246,796,AF216653.1,Globisporangium orthogonon CBS 376.72,
517,OEO_O517,TV-CT2-29,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium orthogonon CBS 376.72,Globisporangium Clade J,Globisporangium orthogonon,G. orthogonon,100,99.053,738,AF216653.1,Globisporangium orthogonon CBS 376.72,Yes
326,OEO_O326,WG-CT-2,Henry,Wiregrass Research and Education Center,WIREGRASS_2022,South,2022,31.378865,-85.310917,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium orthogonon CBS 376.72,Globisporangium Clade J,Globisporangium orthogonon,G. orthogonon,98,97.689,836,HQ643723.1,Globisporangium orthogonon CBS 376.72,Yes
128,OEO_O128,FC-CT-12,Macon,"Field Crops Unit, EV Smith Research and education center",EVS2_2021,Central,2021,32.49,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,100,904,AY598658.2,Globisporangium perplexum strain CBS 674.85,
220,OEO_O220,GF-CT-20,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,100,955,AY598658.2,Globisporangium perplexum strain CBS 674.85,
257,OEO_O257,RH-CT-1-4,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,100,952,AY598658.2,Globisporangium perplexum strain CBS 674.85,
266,OEO_O266,RH-CT-7-2,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,100,960,AY598658.2,Globisporangium perplexum strain CBS 674.85,
267,OEO_O267,RH-CT-8,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,100,956,AY598658.2,Globisporangium perplexum strain CBS 674.85,
405,OEO_O405,L-CT-8,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,99,99.896,962,AY598658.2,Globisporangium perplexum strain CBS 674.85,Yes
399,OEO_O399,L-CT-1-2,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,99,99.476,955,AY598658.2,Globisporangium perplexum strain CBS 674.85,
413,OEO_O413,L-CT-15,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,99.422,863,AY598658.2,Globisporangium perplexum strain CBS 674.85,
427,OEO_O427,L-CT-31,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,99,99.791,957,AY598658.2,Globisporangium perplexum strain CBS 674.85,
428,OEO_O428,L-CT-32-1,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,99.896,959,AY598658.2,Globisporangium perplexum strain CBS 674.85,
431,OEO_O431,L-CT-33-2,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,99,99.895,955,AY598658.2,Globisporangium perplexum strain CBS 674.85,
310,OEO_O310,LC-CT-23-2,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,100,956,AY598658.2,Globisporangium perplexum strain CBS 674.85,
435,OEO_O435,L-CT2-2,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,99.478,957,AY598658.2,Globisporangium perplexum strain CBS 674.85,Yes
436,OEO_O436,L-CT2-3-1,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,99,99.476,955,AY598658.2,Globisporangium perplexum strain CBS 674.85,Yes
433,OEO_O433,L-CT2-1-1,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,99.375,960,AY598658.2,Globisporangium perplexum strain CBS 674.85,
441,OEO_O441,L-CT2-9,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,99.582,957,AY598658.2,Globisporangium perplexum strain CBS 674.85,
443,OEO_O443,L-CT2-11,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,99,99.476,955,AY598658.2,Globisporangium perplexum strain CBS 674.85,
449,OEO_O449,L-CT2-16,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,99,99.367,948,AY598658.2,Globisporangium perplexum strain CBS 674.85,
454,OEO_O454,L-CT2-22,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,99,99.534,864,AY598658.2,Globisporangium perplexum strain CBS 674.85,
456,OEO_O456,L-CT2-23-2,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,99.263,950,AY598658.2,Globisporangium perplexum strain CBS 674.85,
